id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id
ODR00000019,CUST_00663,2024-01-10,P134165,18.65995605404635,1.0,18.65995605404635,0.0,18.65995605404635,1,1,0,4
ODR00000020,CUST_01608,2024-01-09,P147937,10.469282274547458,1.0,10.469282274547458,0.0,10.469282274547458,1,1,0,1
ODR00000021,CUST_00701,2024-01-09,P147937,10.469282274547458,1.0,10.469282274547458,0.0,10.469282274547458,1,0,0,1
ODR00000022,CUST_03457,2024-01-09,P489854,0.5598546670880994,1.0,0.5598546670880994,0.0,0.5598546670880994,1,1,1,1
ODR00000023,CUST_00798,2024-01-11,P698577,0.4665455559067494,1.0,0.4665455559067494,0.0,0.4665455559067494,1,1,0,1
ODR00000024,CUST_01140,2024-01-10,P769860,1.3996366677202483,1.0,1.3996366677202483,0.0,1.3996366677202483,1,0,1,1
ODR00000025,CUST_03773,2024-01-09,P489854,0.5598546670880994,1.0,0.5598546670880994,0.0,0.5598546670880994,1,1,1,1
ODR00000026,CUST_02327,2024-01-09,P489854,0.5598546670880994,1.0,0.5598546670880994,0.0,0.5598546670880994,1,0,1,1
ODR00000027,CUST_02968,2024-01-11,P393352,240.7375068478827,1.0,240.7375068478827,0.0,240.7375068478827,1,1,0,4
ODR00000028,CUST_02386,2024-01-12,P356064,15.787901611884402,1.0,15.787901611884402,0.0,15.787901611884402,1,1,1,1
ODR00000029,CUST_01828,2024-01-09,P426226,246.3360535187637,1.0,246.3360535187637,0.0,246.3360535187637,1,1,0,9
ODR00000030,CUST_00254,2024-01-12,P356064,15.787901611884402,1.0,15.787901611884402,0.0,15.787901611884402,1,1,1,1
ODR00000031,CUST_03181,2024-01-12,P356064,15.787901611884402,1.0,15.787901611884402,0.0,15.787901611884402,1,1,1,1
ODR00000032,CUST_02614,2024-01-08,P579921,279.9273335440497,1.0,279.9273335440497,0.0,279.9273335440497,1,1,0,8
ODR00000033,CUST_03462,2024-01-09,P426226,246.3360535187637,1.0,246.3360535187637,0.0,246.3360535187637,1,1,0,9
ODR00000034,CUST_02853,2024-01-09,P426226,246.3360535187637,1.0,246.3360535187637,0.0,246.3360535187637,1,1,0,9
ODR00000035,CUST_01818,2024-01-09,P426226,246.3360535187637,1.0,246.3360535187637,0.0,246.3360535187637,1,1,0,9
ODR00000036,CUST_03475,2024-01-12,P356064,15.787901611884402,1.0,15.787901611884402,0.0,15.787901611884402,1,1,1,1
ODR00000037,CUST_03627,2024-01-11,P393352,240.7375068478827,1.0,240.7375068478827,0.0,240.7375068478827,1,1,0,4
ODR00000038,CUST_03531,2024-01-09,P426226,246.3360535187637,1.0,246.3360535187637,0.0,246.3360535187637,1,1,0,9
ODR00000039,CUST_00124,2024-01-07,P998934,3.545746224891296,1.0,3.545746224891296,0.0,3.545746224891296,1,1,1,1
ODR00000040,CUST_02846,2024-01-12,P356064,15.787901611884402,1.0,15.787901611884402,0.0,15.787901611884402,1,1,1,1
ODR00000041,CUST_03563,2024-01-08,P579921,279.9273335440497,1.0,279.9273335440497,0.0,279.9273335440497,1,1,0,8
ODR00000042,CUST_03250,2024-01-11,P393352,240.7375068478827,1.0,240.7375068478827,0.0,240.7375068478827,1,1,0,4
ODR00000043,CUST_00736,2024-01-07,P998934,3.545746224891296,1.0,3.545746224891296,0.0,3.545746224891296,1,1,1,1
ODR00000044,CUST_01073,2024-01-07,P998934,3.545746224891296,1.0,3.545746224891296,0.0,3.545746224891296,1,1,1,1
ODR00000045,CUST_00685,2024-01-08,P579921,279.9273335440497,1.0,279.9273335440497,0.0,279.9273335440497,1,0,0,8
ODR00000046,CUST_03777,2024-01-12,P450592,62.66453288717096,1.0,62.66453288717096,0.0,62.66453288717096,1,1,1,2
ODR00000047,CUST_02358,2024-01-10,P140292,61.5821471974673,1.0,61.5821471974673,0.0,61.5821471974673,1,1,0,1
ODR00000048,CUST_03254,2024-01-11,P450592,64.01005027040603,1.0,64.01005027040603,0.0,64.01005027040603,1,1,0,4
ODR00000049,CUST_00675,2024-01-10,P140292,61.5821471974673,1.0,61.5821471974673,0.0,61.5821471974673,1,1,0,1
ODR00000050,CUST_03744,2024-01-10,P140292,61.5821471974673,1.0,61.5821471974673,0.0,61.5821471974673,1,1,0,1
ODR00000051,CUST_03995,2024-01-08,P710606,130.63088947166622,1.0,130.63088947166622,0.0,130.63088947166622,1,1,0,1
ODR00000052,CUST_03385,2024-01-11,P450592,64.01005027040603,1.0,64.01005027040603,0.0,64.01005027040603,1,1,0,4
ODR00000053,CUST_03452,2024-01-11,P450592,64.01005027040603,1.0,64.01005027040603,0.0,64.01005027040603,1,1,0,4
ODR00000054,CUST_02885,2024-01-11,P450592,64.01005027040603,1.0,64.01005027040603,0.0,64.01005027040603,1,1,0,4
ODR00000055,CUST_03235,2024-01-10,P140292,61.5821471974673,1.0,61.5821471974673,0.0,61.5821471974673,1,1,0,1
ODR00000056,CUST_01214,2024-01-12,P450592,62.66453288717096,1.0,62.66453288717096,0.0,62.66453288717096,1,1,1,2
ODR00000057,CUST_01637,2024-01-11,P450592,64.01005027040603,1.0,64.01005027040603,0.0,64.01005027040603,1,1,0,4
ODR00000058,CUST_01040,2024-01-07,P245015,56.76366469606239,1.0,56.76366469606239,0.0,56.76366469606239,1,0,0,1
ODR00000059,CUST_02248,2024-01-08,P477619,6.438328671513142,1.0,6.438328671513142,0.0,6.438328671513142,1,1,1,1
ODR00000060,CUST_01122,2024-01-09,P578132,5.598546670880993,1.0,5.598546670880993,0.0,5.598546670880993,1,1,1,1
ODR00000061,CUST_03903,2024-01-11,P782370,6.914205138538027,1.0,6.914205138538027,0.0,6.914205138538027,1,1,1,1
ODR00000062,CUST_03688,2024-01-09,P578132,5.598546670880993,1.0,5.598546670880993,0.0,5.598546670880993,1,1,1,1
ODR00000063,CUST_02457,2024-01-09,P578132,5.598546670880993,1.0,5.598546670880993,0.0,5.598546670880993,1,1,1,1
ODR00000064,CUST_01651,2024-01-12,P142308,7.462862712284364,1.0,7.462862712284364,0.0,7.462862712284364,1,1,1,1
ODR00000065,CUST_00928,2024-01-11,P782370,6.914205138538027,1.0,6.914205138538027,0.0,6.914205138538027,1,1,1,1
ODR00000066,CUST_03188,2024-01-11,P782370,6.914205138538027,1.0,6.914205138538027,0.0,6.914205138538027,1,1,1,1
ODR00000067,CUST_00947,2024-01-08,P773860,4.105600891979395,1.0,8.21120178395879,0.0,8.21120178395879,1,1,1,1
ODR00000068,CUST_03699,2024-01-07,P943518,6.852621125158336,1.0,6.852621125158336,0.0,6.852621125158336,1,0,1,1
ODR00000069,CUST_01804,2024-01-12,P224439,8.37915818408522,1.0,8.37915818408522,0.0,8.37915818408522,1,1,0,4
ODR00000070,CUST_00840,2024-01-07,P943518,6.852621125158336,1.0,6.852621125158336,0.0,6.852621125158336,1,1,1,1
ODR00000071,CUST_02010,2024-01-07,P943518,6.852621125158336,1.0,6.852621125158336,0.0,6.852621125158336,1,1,1,1
ODR00000072,CUST_03848,2024-01-11,P110969,11.010475119399288,1.0,11.010475119399288,0.0,11.010475119399288,1,1,1,1
ODR00000073,CUST_00520,2024-01-12,P224439,8.37915818408522,1.0,8.37915818408522,0.0,8.37915818408522,1,1,0,4
ODR00000074,CUST_00668,2024-01-12,P224439,8.37915818408522,1.0,8.37915818408522,0.0,8.37915818408522,1,1,0,4
ODR00000075,CUST_03290,2024-01-12,P145810,2.519346001896447,1.0,2.519346001896447,0.0,2.519346001896447,1,1,1,1
ODR00000076,CUST_03628,2024-01-08,P674474,2.384144317350229,1.0,2.384141099794671,0.0,2.384141099794671,1,1,0,1
ODR00000077,CUST_02247,2024-01-07,P744449,2.519346001896447,1.0,2.519346001896447,0.0,2.519346001896447,1,1,0,1
ODR00000078,CUST_02862,2024-01-08,P674474,2.384144317350229,1.0,2.384141099794671,0.0,2.384141099794671,1,1,0,1
ODR00000079,CUST_00170,2024-01-08,P674474,2.384144317350229,1.0,2.384141099794671,0.0,2.384141099794671,1,1,0,1
ODR00000080,CUST_03324,2024-01-09,P243136,2.584662379723392,1.0,5.169324759446784,0.0,5.169324759446784,1,1,1,1
ODR00000081,CUST_01989,2024-01-07,P744449,2.519346001896447,1.0,2.519346001896447,0.0,2.519346001896447,1,1,0,1
ODR00000082,CUST_03053,2024-01-07,P744449,2.519346001896447,1.0,2.519346001896447,0.0,2.519346001896447,1,1,0,1
ODR00000083,CUST_01207,2024-01-08,P379777,6.998183338601242,1.0,6.998183338601242,0.0,6.998183338601242,1,1,0,1
ODR00000084,CUST_01890,2024-01-11,P572454,6.998183338601242,1.0,6.998183338601242,0.0,6.998183338601242,1,1,1,10
ODR00000085,CUST_03257,2024-01-09,P569845,7.184801560963942,1.0,7.184801560963942,0.0,7.184801560963942,1,1,1,1
ODR00000086,CUST_00390,2024-01-11,P572454,6.998183338601242,1.0,6.998183338601242,0.0,6.998183338601242,1,1,1,10
ODR00000087,CUST_02051,2024-01-11,P572454,6.998183338601242,1.0,6.998183338601242,0.0,6.998183338601242,1,1,1,10
ODR00000088,CUST_02131,2024-01-07,P311180,3.7304982650303686,2.0,11.191494795091106,0.0,11.191494795091106,1,1,0,1
ODR00000089,CUST_01448,2024-01-09,P569845,7.184801560963942,1.0,7.184801560963942,0.0,7.184801560963942,1,1,1,1
ODR00000090,CUST_00700,2024-01-09,P569845,7.184801560963942,1.0,7.184801560963942,0.0,7.184801560963942,1,1,1,1
ODR00000091,CUST_03702,2024-01-08,P748886,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,1
ODR00000092,CUST_02184,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000093,CUST_03589,2024-01-07,P418626,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,0,0,8
ODR00000094,CUST_00526,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000095,CUST_03812,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000096,CUST_02784,2024-01-11,P353028,41.05414273757032,4.0,246.324856425422,0.0,246.324856425422,1,1,0,4
ODR00000097,CUST_00960,2024-01-07,P418626,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,8
ODR00000098,CUST_01216,2024-01-07,P418626,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,8
ODR00000099,CUST_00314,2024-01-07,P418626,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,8
ODR00000100,CUST_00100,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000101,CUST_01336,2024-01-08,P748886,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,1
ODR00000102,CUST_02633,2024-01-07,P418626,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,8
ODR00000103,CUST_02162,2024-01-09,P697298,74.64542276285628,1.0,149.29084552571257,0.0,149.29084552571257,1,1,0,9
ODR00000104,CUST_03373,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000105,CUST_00661,2024-01-11,P353028,41.05414273757032,4.0,246.324856425422,0.0,246.324856425422,1,1,0,4
ODR00000106,CUST_01592,2024-01-08,P748886,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,1
ODR00000107,CUST_03288,2024-01-09,P697298,74.64542276285628,1.0,149.29084552571257,0.0,149.29084552571257,1,1,0,9
ODR00000108,CUST_03714,2024-01-09,P697298,74.64542276285628,1.0,149.29084552571257,0.0,149.29084552571257,1,1,0,9
ODR00000109,CUST_02375,2024-01-11,P353028,41.05414273757032,4.0,246.324856425422,0.0,246.324856425422,1,1,0,4
ODR00000110,CUST_00153,2024-01-08,P748886,180.08471839778167,1.0,180.08471839778167,0.0,180.08471839778167,1,1,0,1
ODR00000111,CUST_02766,2024-01-12,P782682,152.33645491467183,1.0,152.33645491467183,0.0,152.33645491467183,1,1,0,4
ODR00000112,CUST_01337,2024-01-11,P605612,6.671601449466517,1.0,6.671601449466517,0.0,6.671601449466517,1,1,1,1
ODR00000113,CUST_02334,2024-01-08,P392030,5.971783115606393,1.0,5.971783115606393,0.0,5.971783115606393,1,1,1,1
ODR00000114,CUST_01732,2024-01-09,P830104,2.2375524861287706,2.0,6.712657458386311,0.0,6.712657458386311,1,1,0,1
ODR00000115,CUST_03672,2024-01-08,P392030,5.971783115606393,1.0,5.971783115606393,0.0,5.971783115606393,1,1,1,1
ODR00000116,CUST_03203,2024-01-08,P392030,5.971783115606393,1.0,5.971783115606393,0.0,5.971783115606393,1,1,1,1
ODR00000117,CUST_02474,2024-01-07,P724671,9.704147562860388,1.0,9.704147562860388,0.0,9.704147562860388,1,1,0,1
ODR00000118,CUST_00563,2024-01-09,P830104,2.2375524861287706,2.0,6.712657458386311,0.0,6.712657458386311,1,1,0,1
ODR00000119,CUST_01687,2024-01-09,P830104,2.2375524861287706,2.0,6.712657458386311,0.0,6.712657458386311,1,1,0,1
ODR00000120,CUST_00183,2024-01-11,P176539,1.8288585791544576,1.0,1.8288585791544576,0.0,1.8288585791544576,1,1,1,1
ODR00000121,CUST_03283,2024-01-10,P670614,0.5598546670880994,1.0,1.1197093341761988,0.0,1.1197093341761988,1,1,1,1
ODR00000122,CUST_02910,2024-01-12,P709147,1.959491334808348,1.0,1.959491334808348,0.0,1.959491334808348,1,1,1,1
ODR00000123,CUST_02649,2024-01-10,P670614,0.5598546670880994,1.0,1.1197093341761988,0.0,1.1197093341761988,1,1,1,1
ODR00000124,CUST_02109,2024-01-10,P670614,0.5598546670880994,1.0,1.1197093341761988,0.0,1.1197093341761988,1,1,1,1
ODR00000125,CUST_01044,2024-01-08,P176799,3.106646417894096,1.0,3.1066335476718634,0.0,3.1066335476718634,1,1,1,1
ODR00000126,CUST_02558,2024-01-09,P266281,1.3996366677202483,1.0,1.3996366677202483,0.0,1.3996366677202483,1,1,1,1
ODR00000127,CUST_03412,2024-01-08,P174232,1.1943566231212783,1.0,1.1943566231212783,0.0,1.1943566231212783,1,1,1,1
ODR00000128,CUST_00203,2024-01-07,P908466,1.0357311341129838,1.0,2.071462268225968,0.0,2.071462268225968,1,1,0,1
ODR00000129,CUST_02969,2024-01-08,P174232,1.1943566231212783,1.0,1.1943566231212783,0.0,1.1943566231212783,1,1,1,1
ODR00000130,CUST_03620,2024-01-08,P174232,1.1943566231212783,1.0,1.1943566231212783,0.0,1.1943566231212783,1,1,1,1
ODR00000131,CUST_01369,2024-01-11,P512258,2.398044157360692,1.0,4.796088314721384,0.0,4.796088314721384,1,1,1,1
ODR00000132,CUST_01267,2024-01-07,P908466,1.0357311341129838,1.0,2.071462268225968,0.0,2.071462268225968,1,1,0,1
ODR00000133,CUST_02819,2024-01-12,P876142,0.839782000632149,1.0,0.839782000632149,0.0,0.839782000632149,1,1,1,1
ODR00000134,CUST_02775,2024-01-09,P665312,0.3527084402655026,1.0,0.3527084402655026,0.0,0.3527084402655026,1,1,1,1
ODR00000135,CUST_01625,2024-01-07,P272965,0.9330911118134988,1.0,0.9330911118134988,0.0,0.9330911118134988,1,1,1,1
ODR00000136,CUST_03457,2024-01-09,P665312,0.3527084402655026,1.0,0.3527084402655026,0.0,0.3527084402655026,1,0,1,1
ODR00000137,CUST_03331,2024-01-09,P665312,0.3527084402655026,1.0,0.3527084402655026,0.0,0.3527084402655026,1,1,1,1
ODR00000138,CUST_02232,2024-01-11,P562355,1.0264002229948488,1.0,1.0264002229948488,0.0,1.0264002229948488,1,1,1,1
ODR00000139,CUST_01950,2024-01-08,P732797,2.7974071532168696,3.0,13.987035766084349,0.0,13.987035766084349,1,1,0,12
ODR00000140,CUST_00283,2024-01-12,P775971,13.063275565388984,1.0,13.063275565388984,0.0,13.063275565388984,1,1,0,1
ODR00000141,CUST_02017,2024-01-10,P152703,14.920126877897848,1.0,14.920126877897848,0.0,14.920126877897848,1,1,0,1
ODR00000142,CUST_03534,2024-01-12,P775971,13.063275565388984,1.0,13.063275565388984,0.0,13.063275565388984,1,1,0,1
ODR00000143,CUST_01454,2024-01-12,P775971,13.063275565388984,1.0,13.063275565388984,0.0,13.063275565388984,1,1,0,1
ODR00000144,CUST_01412,2024-01-09,P265639,17.71006930222021,1.0,17.71006930222021,0.0,17.71006930222021,1,1,0,9
ODR00000145,CUST_00903,2024-01-10,P152703,14.920126877897848,1.0,14.920126877897848,0.0,14.920126877897848,1,1,0,1
ODR00000146,CUST_03799,2024-01-10,P152703,14.920126877897848,1.0,14.920126877897848,0.0,14.920126877897848,1,1,0,1
ODR00000147,CUST_00305,2024-02-08,P531970,63.53417380338114,1.0,63.53417380338114,0.0,63.53417380338114,1,1,0,1
ODR00000148,CUST_02201,2024-02-09,P767562,55.32297201942235,1.0,55.32297201942235,0.0,55.32297201942235,1,1,1,1
ODR00000149,CUST_01573,2024-02-10,P948892,95.11930793826808,1.0,95.11930793826808,0.0,95.11930793826808,1,1,0,4
ODR00000150,CUST_02526,2024-02-09,P767562,55.32297201942235,1.0,55.32297201942235,0.0,55.32297201942235,1,1,1,1
ODR00000151,CUST_00350,2024-02-09,P767562,55.32297201942235,1.0,55.32297201942235,0.0,55.32297201942235,1,1,1,1
ODR00000152,CUST_01373,2024-02-07,P923065,135.0182838794133,1.0,135.0182838794133,0.0,135.0182838794133,1,1,0,1
ODR00000153,CUST_03038,2024-02-10,P948892,95.11930793826808,1.0,95.11930793826808,0.0,95.11930793826808,1,1,0,4
ODR00000154,CUST_02436,2024-02-10,P948892,95.11930793826808,1.0,95.11930793826808,0.0,95.11930793826808,1,1,0,4
ODR00000155,CUST_01275,2024-02-10,P948892,95.11930793826808,1.0,95.11930793826808,0.0,95.11930793826808,1,1,0,4
ODR00000156,CUST_01902,2024-02-09,P767562,55.32297201942235,1.0,55.32297201942235,0.0,55.32297201942235,1,1,1,1
ODR00000157,CUST_01082,2024-02-08,P531970,63.53417380338114,1.0,63.53417380338114,0.0,63.53417380338114,1,1,0,1
ODR00000158,CUST_02330,2024-02-10,P948892,95.11930793826808,1.0,95.11930793826808,0.0,95.11930793826808,1,1,0,4
ODR00000159,CUST_03106,2024-02-12,P151006,51.11473110514347,1.0,51.11473110514347,0.0,51.11473110514347,1,1,0,1
ODR00000160,CUST_01934,2024-02-09,P767562,55.32297201942235,1.0,55.32297201942235,0.0,55.32297201942235,1,1,1,1
ODR00000161,CUST_02291,2024-02-09,P202781,12.876657343026285,1.0,12.876657343026285,0.0,12.876657343026285,1,1,0,1
ODR00000162,CUST_02004,2024-02-11,P616114,2.7974071532168696,1.0,2.7974071532168696,0.0,2.7974071532168696,1,1,1,1
ODR00000163,CUST_01035,2024-02-08,P236646,12.876657343026285,1.0,12.876657343026285,0.0,12.876657343026285,1,1,0,1
ODR00000164,CUST_00388,2024-02-11,P616114,2.7974071532168696,1.0,2.7974071532168696,0.0,2.7974071532168696,1,1,1,1
ODR00000165,CUST_02720,2024-02-11,P616114,2.7974071532168696,1.0,2.7974071532168696,0.0,2.7974071532168696,1,1,1,1
ODR00000166,CUST_00779,2024-02-07,P707435,12.876657343026285,1.0,12.876657343026285,0.0,12.876657343026285,1,1,1,1
ODR00000167,CUST_02137,2024-02-08,P236646,12.876657343026285,1.0,12.876657343026285,0.0,12.876657343026285,1,0,0,1
ODR00000168,CUST_00900,2024-02-08,P236646,12.876657343026285,1.0,12.876657343026285,0.0,12.876657343026285,1,1,0,1
ODR00000169,CUST_03842,2024-02-07,P838513,0.3732364447253996,1.0,0.3732364447253996,0.0,0.3732364447253996,1,1,1,1
ODR00000170,CUST_02637,2024-02-12,P576464,0.2799273335440497,1.0,0.2799273335440497,0.0,0.2799273335440497,1,1,0,1
ODR00000171,CUST_01535,2024-02-08,P575285,1.4836148677834633,1.0,1.4836148677834633,0.0,1.4836148677834633,1,1,1,1
ODR00000172,CUST_03533,2024-02-12,P576464,0.2799273335440497,1.0,0.2799273335440497,0.0,0.2799273335440497,1,0,0,1
ODR00000173,CUST_00557,2024-02-12,P576464,0.2799273335440497,1.0,0.2799273335440497,0.0,0.2799273335440497,1,1,0,1
ODR00000174,CUST_01485,2024-02-11,P834895,1.959491334808348,1.0,1.959491334808348,0.0,1.959491334808348,1,1,0,4
ODR00000175,CUST_00169,2024-02-07,P867231,3.8256735584353456,6.0,38.25673558435346,0.0,38.25673558435346,1,1,0,1
ODR00000176,CUST_01530,2024-02-10,P689586,7.444200890048094,1.0,7.444200890048094,0.0,7.444200890048094,1,1,0,4
ODR00000177,CUST_02972,2024-02-11,P246268,72.77924053922929,1.0,72.77924053922929,0.0,72.77924053922929,1,1,0,4
ODR00000178,CUST_00497,2024-02-10,P689586,7.444200890048094,1.0,7.444200890048094,0.0,7.444200890048094,1,1,0,4
ODR00000179,CUST_00339,2024-02-10,P689586,7.444200890048094,1.0,7.444200890048094,0.0,7.444200890048094,1,1,0,4
ODR00000180,CUST_00198,2024-02-12,P198782,166.0902179028028,1.0,166.0902179028028,0.0,166.0902179028028,1,1,0,1
ODR00000181,CUST_00934,2024-02-11,P246268,72.77924053922929,1.0,72.77924053922929,0.0,72.77924053922929,1,1,0,4
ODR00000182,CUST_02295,2024-02-11,P246268,72.77924053922929,1.0,72.77924053922929,0.0,72.77924053922929,1,1,0,4
ODR00000183,CUST_00225,2024-02-11,P246268,72.77924053922929,1.0,72.77924053922929,0.0,72.77924053922929,1,1,0,4
ODR00000184,CUST_00750,2024-02-10,P689586,7.444200890048094,1.0,7.444200890048094,0.0,7.444200890048094,1,1,0,4
ODR00000185,CUST_00630,2024-02-07,P867231,3.8256735584353456,6.0,38.25673558435346,0.0,38.25673558435346,1,1,0,1
ODR00000186,CUST_01638,2024-02-11,P246268,72.77924053922929,1.0,72.77924053922929,0.0,72.77924053922929,1,1,0,4
ODR00000187,CUST_03709,2024-02-09,P696218,2.1927641127617226,1.0,2.1927641127617226,0.0,2.1927641127617226,1,1,1,1
ODR00000188,CUST_03507,2024-02-10,P689586,7.444200890048094,1.0,7.444200890048094,0.0,7.444200890048094,1,1,0,4
ODR00000189,CUST_01249,2024-02-10,P847756,58.96949208438951,1.0,58.96949208438951,0.0,58.96949208438951,1,1,0,4
ODR00000190,CUST_01348,2024-02-09,P770541,55.052375596996434,1.0,55.052375596996434,0.0,55.052375596996434,1,1,0,9
ODR00000191,CUST_00837,2024-02-12,P886455,63.4483294210943,1.0,63.4483294210943,0.0,63.4483294210943,1,1,1,4
ODR00000192,CUST_03557,2024-02-09,P770541,55.052375596996434,1.0,55.052375596996434,0.0,55.052375596996434,1,1,0,9
ODR00000193,CUST_01626,2024-02-09,P770541,55.052375596996434,1.0,55.052375596996434,0.0,55.052375596996434,1,1,0,9
ODR00000194,CUST_01944,2024-02-11,P847756,64.8311704488019,1.0,64.8311704488019,0.0,64.8311704488019,1,1,0,4
ODR00000195,CUST_02574,2024-02-12,P886455,63.4483294210943,1.0,63.4483294210943,0.0,63.4483294210943,1,1,1,4
ODR00000196,CUST_02661,2024-02-12,P886455,63.4483294210943,1.0,63.4483294210943,0.0,63.4483294210943,1,1,1,4
ODR00000197,CUST_02208,2024-02-12,P886455,63.4483294210943,1.0,63.4483294210943,0.0,63.4483294210943,1,1,1,4
ODR00000198,CUST_01400,2024-02-09,P770541,55.052375596996434,1.0,55.052375596996434,0.0,55.052375596996434,1,1,0,9
ODR00000199,CUST_00714,2024-02-10,P847756,58.96949208438951,1.0,58.96949208438951,0.0,58.96949208438951,1,1,0,4
ODR00000200,CUST_00596,2024-02-12,P886455,63.4483294210943,1.0,63.4483294210943,0.0,63.4483294210943,1,1,1,4
ODR00000201,CUST_01620,2024-02-09,P851255,5.132001114974244,1.0,5.132001114974244,0.0,5.132001114974244,1,1,1,1
ODR00000202,CUST_00424,2024-02-08,P904043,4.665455559067495,1.0,4.665455559067495,0.0,4.665455559067495,1,1,0,1
ODR00000203,CUST_00616,2024-02-10,P823656,7.464728894507991,1.0,7.464728894507991,0.0,7.464728894507991,1,1,1,1
ODR00000204,CUST_01563,2024-02-08,P904043,4.665455559067495,1.0,4.665455559067495,0.0,4.665455559067495,1,1,0,1
ODR00000205,CUST_02974,2024-02-08,P904043,4.665455559067495,1.0,4.665455559067495,0.0,4.665455559067495,1,0,0,1
ODR00000206,CUST_01740,2024-02-11,P347238,7.977929006005416,1.0,7.977929006005416,0.0,7.977929006005416,1,1,0,1
ODR00000207,CUST_03357,2024-02-10,P823656,7.464728894507991,1.0,7.464728894507991,0.0,7.464728894507991,1,1,1,1
ODR00000208,CUST_02110,2024-02-10,P823656,7.464728894507991,1.0,7.464728894507991,0.0,7.464728894507991,1,1,1,1
ODR00000209,CUST_01721,2024-02-09,P111456,3.7304982650303686,1.0,3.7304982650303686,0.0,3.7304982650303686,1,1,0,1
ODR00000210,CUST_03452,2024-02-07,P350176,3.1706435979422696,1.0,3.1706435979422696,0.0,3.1706435979422696,1,1,1,1
ODR00000211,CUST_03261,2024-02-08,P128365,5.036825821569267,1.0,5.036825821569267,0.0,5.036825821569267,1,1,1,1
