id,sku_name,base_price,cogs,category
P198782,HP Pavilion,166.0902179028028,134.53307650127027,Computing
P649809,Whirlpool Washing Machine,151.16076011378684,113.37057008534012,Appliances
P534748,Whirlpool Washing Machine,110.71126041667164,87.46049609250288,Appliances
P368181,Generic Product,156.7593067846678,119.13707315634754,Mobiles & Tablets
P780228,Generic Product,147.4265294843092,123.83798617766396,Mobiles & Tablets
P852171,Whirlpool Washing Machine,117.86620306205756,106.07939613762944,Appliances
P803645,Generic Product,97.03960944638028,60.16384870751079,Mobiles & Tablets
P943107,Generic Product,156.7593067846678,97.19077020649404,Mobiles & Tablets
P624937,Generic Product,162.35785345554882,120.14481155710612,Mobiles & Tablets
P776031,Generic Product,156.3300848732336,118.81049126721284,Mobiles & Tablets
P229136,Generic Product,121.30184453575488,86.12430962038596,Mobiles & Tablets
P813349,Whirlpool Washing Machine,54.11928448518294,39.50707767418354,Appliances
P221984,Whirlpool Washing Machine,121.10589540227404,98.09400240272952,Appliances
P918122,HP Pavilion,79.02348625948522,66.37823551218868,Computing
P329412,LG Refrigerator,139.40381210493675,122.67535465234432,Appliances
P792775,Bose Soundbar,495.4695141907443,336.9186724713946,Entertainment
P450592,Boat Earbuds,64.01005027040603,45.44713569198828,Entertainment
P314652,HP Pavilion,242.6036890715097,191.65691436649269,Computing
P246268,HP Pavilion,72.77924053922929,60.406452396582296,Computing
P386704,Boat Earbuds,158.6236228260712,101.51844678308504,Entertainment
P786178,Whirlpool Washing Machine,142.7610739252417,91.3664154865542,Appliances
P670065,Boat Earbuds,355.9276046012592,227.79366694480584,Entertainment
P614583,Generic Product,38.44148762449253,33.05941809155227,Mobiles & Tablets
P490827,Haier AC,114.23834481932668,93.67488289718078,Appliances
P361624,Haier AC,272.46073846731804,234.3159738163822,Appliances
P697298,Generic Product,74.64542276285628,44.78650718482432,Mobiles & Tablets
P672833,Boat Earbuds,71.18552092025183,60.50722623665815,Entertainment
P122683,Generic Product,110.10475119399288,97.99322856265366,Mobiles & Tablets
P574816,Generic Product,156.3300848732336,114.12077533923818,Mobiles & Tablets
P368790,Bose Soundbar,160.95821678782858,140.03271551429904,Entertainment
P534021,Dell Inspiron Laptop,97.62185830015189,75.16795378547185,Computing
P225759,Boat Earbuds,616.7713587264992,400.9007300084462,Entertainment
P491161,LG Refrigerator,83.27838172935478,55.79511612199998,Appliances
P162958,JBL Speaker,204.34695348715627,165.52103232459658,Entertainment
P126290,Boat Earbuds,153.17623691530395,111.81790647528246,Entertainment
P466269,Generic Product,120.36688724171772,80.64519861181708,Mobiles & Tablets
P611672,Haier AC,237.09845151181008,211.01668875439915,Appliances
P862391,Dell Inspiron Laptop,120.91927717991132,95.52613566301876,Computing
P813029,Whirlpool Washing Machine,117.56761390627724,70.53982187087689,Appliances
P561991,Dell Inspiron Laptop,128.76657343026287,104.30092447851293,Computing
P886455,JBL Speaker,63.4483294210943,42.50976487199939,Entertainment
P293009,LG Refrigerator,117.36233386167828,93.88949385289789,Appliances
P208527,LG Refrigerator,51.93585128353935,44.14454049989664,Appliances
P948018,Asus Vivobook,227.6742312824937,173.03241577469524,Computing
P816897,Dell Inspiron Laptop,141.90449628459692,85.14269777075815,Computing
P984290,Generic Product,226.7392739884566,154.18210913383894,Mobiles & Tablets
P704358,LG Refrigerator,223.9400006530161,185.86988329102536,Appliances
P505335,Dell Inspiron Laptop,79.96777446464048,71.96931745417517,Computing
P296243,Generic Product,93.12062677676356,61.45897917070792,Mobiles & Tablets
P999409,Bose Soundbar,541.1909786696058,351.77348297146546,Entertainment
P505304,JBL Speaker,134.3632539189202,88.67911308453131,Entertainment
P876695,JBL Speaker,55.22033199712287,36.44467264521164,Entertainment
P645210,Generic Product,116.63452279446372,86.30906166052502,Mobiles & Tablets
P446550,Generic Product,149.29457789015984,101.52031296530868,Mobiles & Tablets
P624168,Bose Soundbar,74.64542276285628,60.4624378632911,Entertainment
P858785,Haier AC,53.21605228894747,34.5896875149264,Appliances
P619324,Generic Product,181.0196756918188,153.86672433804597,Mobiles & Tablets
P801710,Haier AC,148.32416313387378,90.47624656588413,Appliances
P666295,IKEA Dining Table,223.9418668352397,147.80163211125824,Home & Living
P657861,Generic Product,166.0902179028028,122.90676124807408,Mobiles & Tablets
P754831,Generic Product,17.726864942232854,13.826544094852428,Mobiles & Tablets
P470236,Nivea Face Wash,12.876657343026285,8.756126993257874,Beauty & Grooming
P394310,Haier AC,100.92313465374804,72.66353724136441,Appliances
P674924,Bose Soundbar,36.558509760852886,31.073800205613143,Entertainment
P392127,JBL Speaker,189.56679027603045,117.5302902618047,Entertainment
P934032,Haier AC,86.88197960317851,65.16148470238389,Appliances
P236487,JBL Speaker,77.25994405815771,65.67095244943405,Entertainment
P736074,Boat Earbuds,185.6459414241901,159.6537554135133,Entertainment
P402856,Generic Product,97.97270055819376,58.7828738620268,Mobiles & Tablets
P396546,Haier AC,133.5813235672205,109.53556561578664,Appliances
P713012,Boat Earbuds,83.9782000632149,68.86212405183622,Entertainment
P514099,JBL Speaker,61.88073635324762,55.07290360145633,Entertainment
P670559,Asus Vivobook,438.5528225523445,306.98697578664115,Computing
P206280,Generic Product,125.22082720537156,101.42887003635096,Mobiles & Tablets
P896277,LG Refrigerator,125.03420898300884,112.53078808470796,Appliances
P416637,Whirlpool Washing Machine,58.22488537716233,37.2639266413839,Appliances
P837665,LG Refrigerator,72.59448849909022,60.25342545424488,Appliances
P850692,Asus Vivobook,144.02261310841357,129.61941870646038,Computing
P885778,Generic Product,46.46793736831225,27.88076242098735,Mobiles & Tablets
P239399,Fortune Oil,118.50257120031436,100.7271855202672,Superstore
P140292,Boat Earbuds,61.5821471974673,43.10694318356003,Entertainment
P260048,Generic Product,139.51578303835436,97.66104812684806,Mobiles & Tablets
P406949,JBL Speaker,61.5821471974673,51.72870505671676,Entertainment
P131987,Haier AC,83.38102175165426,50.8609303227302,Appliances
P767562,Whirlpool Washing Machine,50.36825821569267,36.26365296951983,Appliances
P721438,Haier AC,137.556291703546,111.42040966164993,Appliances
P277750,Haier AC,116.63638897668736,93.30911118134988,Appliances
P420995,LG Refrigerator,73.91947787786539,45.090694887275525,Appliances
P133888,Bose Soundbar,160.40582684963496,99.45071687930634,Entertainment
P992760,LG Refrigerator,87.5239462881062,73.52011488200921,Appliances
P902887,Bose Soundbar,261.2636451255561,195.9472672986112,Entertainment
P353796,Boat Earbuds,92.1894018471737,73.75152147773896,Entertainment
P474849,Asus Vivobook,147.42839566653282,132.68555609987953,Computing
P387024,LG Refrigerator,81.88620979052904,52.40612920389336,Appliances
P894459,JBL Speaker,61.50936609074585,52.28296117713397,Entertainment
P863167,Whirlpool Washing Machine,66.24946893875843,58.962027355495,Appliances
P885392,Generic Product,60.182510529747056,39.71982244767703,Mobiles & Tablets
P202781,Loreal Shampoo,12.876657343026285,9.271193286978926,Beauty & Grooming
P346696,Asus Vivobook,179.2729291305039,136.24623178255985,Computing
P819695,Boat Earbuds,53.68073166263059,39.72355481212428,Entertainment
P201461,Asus Vivobook,118.91313128951232,101.07616159608546,Computing
P965132,Bose Soundbar,64.66321404867547,38.797928429205285,Entertainment
P182103,Tata Salt,118.50257120031436,101.91221123227037,Superstore
P973490,Bose Soundbar,235.1370939947781,157.54123713636753,Entertainment
P206599,Bose Soundbar,175.1038780429212,145.33453921162334,Entertainment
P304991,Generic Product,46.65455559067495,30.32546113393872,Mobiles & Tablets
P833513,Generic Product,139.51578303835436,122.77239612797294,Mobiles & Tablets
P805699,Whirlpool Washing Machine,114.58358853069768,97.39605025109302,Appliances
P799304,Whirlpool Washing Machine,170.90310185753685,112.795785960463,Appliances
P958194,LG Refrigerator,97.36805751773862,75.9461517727243,Appliances
P305199,Haier AC,171.88471370716465,130.63088947166622,Appliances
P616714,Haier AC,135.67144765768273,104.46701469641572,Appliances
P505336,Generic Product,134.36512010114384,80.6190720606863,Mobiles & Tablets
P768353,Haier AC,167.9564001264298,117.56948008850088,Appliances
P389672,LG Refrigerator,330.3142535819786,204.7948372208268,Appliances
P979271,JBL Speaker,54.753786441216114,42.70758018770385,Entertainment
P108938,Boat Earbuds,164.2240356791758,133.02146890013242,Entertainment
P493127,Generic Product,125.22082720537156,96.4200369481361,Mobiles & Tablets
P182780,LG Refrigerator,91.74151811350322,70.64059571095275,Appliances
P858730,Asus Vivobook,80.33914472714225,68.2873399269591,Computing
P591007,Generic Product,69.83813735479315,57.96548604807818,Mobiles & Tablets
P389360,Generic Product,31.536613397072635,24.59814788962746,Mobiles & Tablets
P510854,Bose Soundbar,158.6236228260712,111.03597612358274,Entertainment
P894914,Generic Product,156.7574406024442,122.27039310981728,Mobiles & Tablets
P624366,Generic Product,102.63815611726126,75.95175031939519,Mobiles & Tablets
P467257,Generic Product,100.77197389363424,86.66363628301416,Mobiles & Tablets
P197854,Dell Inspiron Laptop,100.16919703540272,65.10923160012233,Computing
P306870,Bose Soundbar,37.32364447253996,29.858915578031965,Entertainment
P592952,Levi's Jeans,149.25725424568728,105.97115756865908,Men Fashion
P709557,LG Refrigerator,197.81344952223816,140.44700796794424,Appliances
P867109,Generic Product,97.97270055819376,72.49931320568524,Mobiles & Tablets
P628256,JBL Speaker,37.13516006795363,28.59364403041286,Entertainment
P290209,Bose Soundbar,144.3846524597972,125.61459165455685,Entertainment
P622378,Bose Soundbar,38.47881126896507,34.6307435238462,Entertainment
P442670,Generic Product,189.5033400804272,168.65621846028992,Mobiles & Tablets
P381847,Generic Product,31.536613397072635,20.182760748525983,Mobiles & Tablets
P448913,Generic Product,559.8546670880994,503.8692003792894,Others
P900572,Generic Product,69.83813735479315,43.299159952593605,Mobiles & Tablets
P139750,Generic Product,138.09748454839783,113.23993732968624,Others
P608043,Bose Soundbar,71.8461494274158,62.50590739816267,Entertainment
P786986,Boat Earbuds,60.25902400091576,45.79611176780653,Entertainment
P505931,Boat Earbuds,38.52733200677937,33.13219919827372,Entertainment
P707435,Nivea Face Wash,10.264002229948488,8.929681940055184,Beauty & Grooming
P137983,Dell Inspiron Laptop,74.77418933628655,46.35969879934188,Computing
P678648,Boat Earbuds,240.7375068478827,166.1088797250391,Entertainment
P710606,JBL Speaker,130.63088947166622,87.52208010588257,Entertainment
P386755,JBL Speaker,130.44613743152715,83.48552795617738,Entertainment
P587192,Whirlpool Washing Machine,104.13296807838648,81.22371510114145,Appliances
P771186,Whirlpool Washing Machine,56.823382527218456,44.3218278111412,Appliances
P549363,Whirlpool Washing Machine,83.9782000632149,71.38147005373267,Appliances
P482074,Haier AC,125.39811451661612,80.25330034485542,Appliances
P140025,Whirlpool Washing Machine,98.16118496278008,73.62088872208507,Appliances
P208095,Haier AC,120.36875342394136,85.46181493099837,Appliances
P475289,Generic Product,60.182510529747056,51.15392093183964,Mobiles & Tablets
P607593,LG Refrigerator,66.2961234943491,40.440168785997045,Appliances
P682528,Haier AC,43.61081238393931,37.94135078856049,Appliances
P948892,Whirlpool Washing Machine,95.11930793826808,83.70387127634173,Appliances
P766142,JBL Speaker,23.32727779533748,16.09582167878286,Entertainment
P517819,JBL Speaker,54.613822774444095,39.320459451820845,Entertainment
P838523,LG Refrigerator,153.02694233741383,123.9518232933052,Appliances
P215868,Bose Soundbar,114.69555946411528,97.491225544498,Entertainment
P618516,Whirlpool Washing Machine,90.6964560682721,61.67359012642503,Appliances
P363520,Dell Inspiron Laptop,112.42628188018486,74.20127139363306,Computing
P400366,Zara Dress,111.97093341761988,85.0979093973911,Women Fashion
P895097,JBL Speaker,149.2927117079362,117.94085035100264,Entertainment
P479840,Generic Product,147.4265294843092,91.40373913102673,Mobiles & Tablets
P303096,Bose Soundbar,73.39694685524982,66.05725216972485,Entertainment
P766982,Haier AC,99.01962878564852,59.41177727138911,Appliances
P354092,HP Pavilion,145.18897699818044,123.41063044845338,Computing
P130180,Fortune Oil,1.8643160414033708,1.1178431519525718,Superstore
P473371,JBL Speaker,84.7246729526657,55.07103741923271,Entertainment
P888679,Whirlpool Washing Machine,42.30075246295316,34.26310562579168,Appliances
P708157,LG Refrigerator,55.69620846414775,39.542535136432456,Appliances
P989342,LG Refrigerator,34.89760758182486,30.70989467200588,Appliances
P816975,Haier AC,65.72693791614286,47.97954496945012,Appliances
P452095,Milton Water Bottle,35.17753491536891,26.031375837372995,Home & Living
P160695,Haier AC,82.11015165736428,60.76102701907142,Appliances
P970961,Generic Product,102.04284398792424,89.79695623648388,Mobiles & Tablets
P350026,Haier AC,81.40286859460964,65.93595032518908,Appliances
P923065,Whirlpool Washing Machine,135.0182838794133,120.165339561566,Appliances
P279731,LG Refrigerator,67.18256005057192,58.44882724399757,Appliances
P811437,LG Refrigerator,57.66503071007424,39.78887118995122,Appliances
P564570,HP Pavilion,97.9745667404174,67.60245105088799,Computing
P119880,Generic Product,125.22082720537156,75.13249632322294,Mobiles & Tablets
P664665,Generic Product,15.713254322939322,13.197640685490128,Others
P167621,Yonex Racket,124.10111787119536,105.48595019051604,Health & Sports
P451876,Whirlpool Washing Machine,125.0715326274814,110.06182900284944,Appliances
P236646,Nivea Face Wash,12.876657343026285,8.241060699536822,Beauty & Grooming
P667087,HP Pavilion,124.41836884921194,85.84811465128915,Computing
P421755,Generic Product,93.30724499912628,74.64542276285628,Mobiles & Tablets
P392583,Generic Product,46.65268940845132,39.65450606985008,Mobiles & Tablets
P463649,Asus Vivobook,184.3788036943474,147.50304295547792,Computing
P230358,Generic Product,59.90444937842664,45.52738152760424,Mobiles & Tablets
P842330,Whirlpool Washing Machine,60.96257469922314,46.94008147088988,Appliances
P112319,Haier AC,65.87623249403302,59.288609244629725,Appliances
P547290,Generic Product,44.78650718482432,31.34999517470994,Mobiles & Tablets
P282765,JBL Speaker,177.9591368450705,126.3498674506659,Entertainment
P314978,LG Refrigerator,117.8680692442812,99.00843169230674,Appliances
P506029,Dell Inspiron Laptop,92.33869642506386,56.325111873510046,Computing
P921070,Dell Inspiron Laptop,116.63638897668736,87.47729173251552,Computing
P118969,Generic Product,116.63452279446372,86.30906166052502,Mobiles & Tablets
P434577,Asus Vivobook,20.434695348715625,15.530368465023876,Computing
P432163,LG Refrigerator,68.86212405183622,50.957971798358805,Appliances
P158959,HP Pavilion,170.9348269553385,112.8163139649229,Computing
P690224,Boat Earbuds,113.72514470782924,88.7052396356621,Entertainment
P607083,Whirlpool Washing Machine,68.11565116238542,44.95632976717438,Appliances
P902159,Asus Vivobook,68.04100387344035,55.1120934281525,Computing
P978512,Zara Dress,73.71419783326641,59.7085002449458,Women Fashion
P971469,JBL Speaker,50.57167207806801,36.91681674778927,Entertainment
P425584,LG Refrigerator,67.38970627739452,59.97536430292445,Appliances
P882365,Haier AC,111.27298126598338,97.91858127370858,Appliances
P316948,Whirlpool Washing Machine,83.38102175165426,70.03968503494485,Appliances
P390189,Cosco Football,166.55676345870955,101.59869261870102,Health & Sports
P119266,Generic Product,191.42737395298656,126.34053653954776,Mobiles & Tablets
P647935,LG Refrigerator,66.51073445006621,39.90644067003972,Appliances
P887897,Boat Earbuds,166.0902179028028,106.2977394577938,Entertainment
P985208,Generic Product,110.38654470976056,73.95866770456155,Mobiles & Tablets
P923197,Whirlpool Washing Machine,110.10475119399288,75.97227832385508,Appliances
P882089,Generic Product,110.10475119399288,95.7911335387738,Mobiles & Tablets
P855806,Bose Soundbar,55.00572104140576,41.25382423549841,Entertainment
P505236,Haier AC,54.11741830295931,39.50521149195992,Appliances
P423681,Loreal Shampoo,82.1120178395879,50.909451060544505,Beauty & Grooming
P934548,Haier AC,111.22446052816908,98.98976987007048,Appliances
P663397,LG Refrigerator,81.5521631724998,57.08651422074986,Appliances
P920290,Biba Kurti,61.95724982441633,49.565799859533065,Women Fashion
P534877,Maggi Noodles,1.8680484058506248,1.3996366677202483,Superstore
P958489,Generic Product,156.7593067846678,125.40744542773426,Mobiles & Tablets
P951406,JBL Speaker,34.99091669300621,26.242254428642845,Entertainment
P584603,Generic Product,111.97093341761988,89.57674673409589,Mobiles & Tablets
P525763,Whirlpool Washing Machine,32.09833424638436,27.28358410942671,Appliances
P369657,Whirlpool Washing Machine,160.1184347871964,137.7018539169889,Appliances
P974370,Generic Product,63.45019560331793,43.78063496628937,Mobiles & Tablets
P459124,Whirlpool Washing Machine,66.77013377915036,43.399933792669465,Appliances
P930755,Asus Vivobook,315.3847957929626,220.76935705507384,Computing
P490040,IKEA Dining Table,101.89354941003408,75.40122656342523,Home & Living
P620701,JBL Speaker,62.517104491504426,55.64022299743894,Entertainment
P735082,Generic Product,34.71098935946216,21.52081340286654,Mobiles & Tablets
P587495,Generic Product,34.70912317723853,29.155364879724587,Mobiles & Tablets
P693509,LG Refrigerator,77.6331805028831,68.31719884253714,Appliances
P136796,Nivea Face Wash,8.39782000632149,5.206648403919324,Beauty & Grooming
P674457,Levi's Jeans,60.65092226787744,41.24262714215665,Men Fashion
P397709,Adidas T-Shirt,60.65092226787744,52.76630237305336,Men Fashion
P956651,JBL Speaker,155.3204802902514,111.82910356862422,Entertainment
P726605,Yonex Racket,107.30547785855238,93.35576573694055,Health & Sports
P568878,Generic Product,74.46067072271721,57.33471645649225,Mobiles & Tablets
P616334,Puma Sneakers,149.25725424568728,132.83858304221695,Men Fashion
P623453,Haier AC,97.36805751773862,80.81502119416714,Appliances
P285962,Bose Soundbar,31.16337695234724,19.632236992556017,Entertainment
P255913,Boat Earbuds,36.362560627372055,30.543804454103075,Entertainment
P229955,Asus Vivobook,72.8977431104296,52.48637503950931,Computing
P178030,Haier AC,143.69603121927884,119.26770591200145,Appliances
P273714,Generic Product,57.38323719430656,37.29751792140918,Mobiles & Tablets
P297640,Bose Soundbar,141.82984899565184,106.37238674673888,Entertainment
P677701,Bose Soundbar,282.8105850795534,192.3100781447621,Entertainment
P438730,JBL Speaker,57.123837865222406,45.69907029217792,Entertainment
P209422,Generic Product,23.512029835476547,20.690362313352527,Mobiles & Tablets
P176485,LG Refrigerator,93.6823476260753,65.5776433382527,Appliances
P353733,Generic Product,140.4451417857206,113.75873598785454,Mobiles & Tablets
P880316,Haier AC,93.30724499912628,69.97996720378879,Appliances
P355452,Generic Product,93.30724499912628,76.51160498648329,Mobiles & Tablets
P827627,Generic Product,69.83813735479315,43.997112104230105,Mobiles & Tablets
P991559,HP Pavilion,69.01141862972638,43.47644726383817,Computing
P457899,Generic Product,91.44106277549926,64.92261337775963,Mobiles & Tablets
P184758,Milton Water Bottle,91.29363437983274,67.55579649529733,Home & Living
P522597,LG Refrigerator,90.5098378459094,76.0282637905639,Appliances
P757482,Bose Soundbar,135.29821121295734,104.17962263397716,Entertainment
P333900,Dell Inspiron Laptop,89.57674673409589,54.6418155077985,Computing
P805257,Nike Air Max Shoes,89.3901285117332,54.52797839215725,Men Fashion
P177940,Whirlpool Washing Machine,7.278110672145291,5.24023968394461,Appliances
P349636,Asus Vivobook,20.34138623753428,14.64579809102468,Computing
P564448,Haier AC,65.87623249403302,43.4783134460618,Appliances
P942842,Milton Water Bottle,44.788373367047946,38.51800109566123,Home & Living
P743686,Whirlpool Washing Machine,52.55169141733626,42.56575033870819,Appliances
P545027,Haier AC,87.19736439897147,56.67782031377556,Appliances
P133996,Bose Soundbar,130.63275565388986,108.42518719272856,Entertainment
P504691,Whirlpool Washing Machine,21.46109557171048,15.022766900197333,Appliances
P703287,Nivea Face Wash,12.876657343026285,9.399959860409188,Beauty & Grooming
P218603,LG Refrigerator,11.663638897668736,10.146432749859988,Appliances
P177278,Dell Inspiron Laptop,18.28858579154458,13.167781769912096,Computing
P963131,HP Pavilion,127.08700942899856,111.83656829751872,Computing
P938347,LG Refrigerator,126.50750386309564,112.59050591586404,Appliances
P173908,Whirlpool Washing Machine,84.25812739675895,51.39652462091115,Appliances
P290807,LG Refrigerator,123.8211905376513,90.38853600137364,Appliances
P657942,JBL Speaker,41.037347097557685,34.88081194181222,Entertainment
P696943,Milton Water Bottle,126.90039120663586,91.3682816687778,Home & Living
P747667,Haier AC,81.40286859460964,66.74960577469047,Appliances
P279742,Haier AC,60.96257469922314,40.84326414630048,Appliances
P572361,Nike Air Max Shoes,60.65092226787744,53.97932081841091,Men Fashion
P162270,Zara Dress,121.30184453575488,106.74562319146428,Women Fashion
P931387,Levi's Jeans,60.65092226787744,44.27517325555053,Men Fashion
P508653,Haier AC,121.11522631339216,78.7248971037049,Appliances
P451060,Haier AC,24.16705979596962,15.224314580349048,Appliances
P486103,Whirlpool Washing Machine,79.01415534836708,61.63066793528161,Appliances
P624876,Milton Water Bottle,46.65455559067495,40.589463363887205,Home & Living
P327504,IKEA Dining Table,115.70329786487386,87.93450637730415,Home & Living
P245015,Bose Soundbar,56.76366469606239,47.11363641768719,Entertainment
P920906,Zara Dress,111.97093341761988,90.6964560682721,Women Fashion
P633273,Whirlpool Washing Machine,111.22446052816908,91.20405763309864,Appliances
P626248,Generic Product,110.71126041667164,81.92539961722521,Mobiles & Tablets
P939904,Whirlpool Washing Machine,72.76244489921665,51.65965631444256,Appliances
P383378,Biba Kurti,9.33091111813499,6.998183338601242,Women Fashion
P491032,Whirlpool Washing Machine,141.99780539577827,102.23692693918144,Appliances
P767858,JBL Speaker,214.6109557171048,182.41931235953905,Entertainment
P345711,Biba Kurti,21.442433749474205,18.010524640224155,Women Fashion
P615046,LG Refrigerator,42.54895469869555,34.46465330594339,Appliances
P401988,LG Refrigerator,104.8327864122466,77.57532885395068,Appliances
P956221,Boat Earbuds,209.0105428640001,140.0364478787463,Entertainment
P358912,Cosco Football,26.03324201959662,19.523998423585653,Health & Sports
P125789,HP Pavilion,206.399753933146,148.6078228318651,Computing
P481645,Generic Product,102.64002229948488,75.95361650161881,Mobiles & Tablets
P770634,Nivea Face Wash,34.15113469237406,30.052998529289173,Beauty & Grooming
P261079,HP Pavilion,203.4119961931192,132.21714436174918,Computing
P192241,Boat Earbuds,40.43083787487891,34.36574564809116,Entertainment
P744702,Bose Soundbar,64.54937693303422,40.66597683505591,Entertainment
P852469,JBL Speaker,67.14523640609939,50.358927304574536,Entertainment
P299813,LG Refrigerator,100.04416282641972,62.02629856669053,Appliances
P904043,Cosco Football,4.665455559067495,3.779019002844671,Health & Sports
P538125,Generic Product,65.31637782694493,48.33411959193924,Others
P560106,IKEA Dining Table,39.18982669616695,29.392370022125217,Home & Living
P906358,Puma Sneakers,48.70548985444102,42.37353356967461,Men Fashion
